draw_date,lottery_type,issue,number,detail_url,d1,d2,d3,d4,d5
2005-01-12,p3,05012,196,https://www.js-lottery.com/cms/post-3915.html,1,9,6,,
2005-01-13,p3,05013,613,https://www.js-lottery.com/cms/post-3916.html,6,1,3,,
2005-01-14,p3,05014,085,https://www.js-lottery.com/cms/post-3917.html,0,8,5,,
2005-01-15,p3,05015,367,https://www.js-lottery.com/cms/post-3918.html,3,6,7,,
2005-01-16,p3,05016,665,https://www.js-lottery.com/cms/post-3919.html,6,6,5,,
2005-01-17,p3,05017,157,https://www.js-lottery.com/cms/post-3920.html,1,5,7,,
2005-01-18,p3,05018,055,https://www.js-lottery.com/cms/post-3921.html,0,5,5,,
2005-01-19,p3,05019,574,https://www.js-lottery.com/cms/post-3922.html,5,7,4,,
2005-01-20,p3,05020,922,https://www.js-lottery.com/cms/post-3923.html,9,2,2,,
2005-01-21,p3,05021,001,https://www.js-lottery.com/cms/post-3924.html,0,0,1,,
2005-01-22,p3,05022,938,https://www.js-lottery.com/cms/post-3925.html,9,3,8,,
2005-01-23,p3,05023,080,https://www.js-lottery.com/cms/post-3926.html,0,8,0,,
2005-01-24,p3,05024,312,https://www.js-lottery.com/cms/post-3927.html,3,1,2,,
2005-01-25,p3,05025,755,https://www.js-lottery.com/cms/post-3928.html,7,5,5,,
2005-01-26,p3,05026,277,https://www.js-lottery.com/cms/post-3929.html,2,7,7,,
2005-01-27,p3,05027,014,https://www.js-lottery.com/cms/post-3930.html,0,1,4,,
2005-01-28,p3,05028,862,https://www.js-lottery.com/cms/post-3931.html,8,6,2,,
2005-01-29,p3,05029,628,https://www.js-lottery.com/cms/post-3932.html,6,2,8,,
2005-01-30,p3,05030,459,https://www.js-lottery.com/cms/post-3933.html,4,5,9,,
2005-01-31,p3,05031,504,https://www.js-lottery.com/cms/post-3934.html,5,0,4,,
2005-02-01,p3,05032,361,https://www.js-lottery.com/cms/post-3935.html,3,6,1,,
2005-02-02,p3,05033,590,https://www.js-lottery.com/cms/post-3936.html,5,9,0,,
2005-02-03,p3,05034,186,https://www.js-lottery.com/cms/post-3937.html,1,8,6,,
2005-02-04,p3,05035,830,https://www.js-lottery.com/cms/post-3938.html,8,3,0,,
2005-02-05,p3,05036,942,https://www.js-lottery.com/cms/post-3939.html,9,4,2,,
2005-02-06,p3,05037,708,https://www.js-lottery.com/cms/post-3940.html,7,0,8,,
2005-02-07,p3,05038,319,https://www.js-lottery.com/cms/post-3941.html,3,1,9,,
2005-02-08,p3,05039,028,https://www.js-lottery.com/cms/post-3942.html,0,2,8,,
2005-02-16,p3,05040,047,https://www.js-lottery.com/cms/post-3943.html,0,4,7,,
2005-02-17,p3,05041,133,https://www.js-lottery.com/cms/post-3944.html,1,3,3,,
2005-02-18,p3,05042,234,https://www.js-lottery.com/cms/post-3945.html,2,3,4,,
2005-02-19,p3,05043,845,https://www.js-lottery.com/cms/post-3946.html,8,4,5,,
2005-02-20,p3,05044,955,https://www.js-lottery.com/cms/post-3947.html,9,5,5,,
2005-02-21,p3,05045,400,https://www.js-lottery.com/cms/post-3948.html,4,0,0,,
2005-02-22,p3,05046,545,https://www.js-lottery.com/cms/post-3949.html,5,4,5,,
2005-02-23,p3,05047,429,https://www.js-lottery.com/cms/post-3950.html,4,2,9,,
2005-02-24,p3,05048,761,https://www.js-lottery.com/cms/post-3951.html,7,6,1,,
2005-02-25,p3,05049,790,https://www.js-lottery.com/cms/post-3952.html,7,9,0,,
2005-02-26,p3,05050,104,https://www.js-lottery.com/cms/post-3953.html,1,0,4,,
2005-02-27,p3,05051,247,https://www.js-lottery.com/cms/post-3954.html,2,4,7,,
2005-02-28,p3,05052,306,https://www.js-lottery.com/cms/post-3955.html,3,0,6,,
2005-03-01,p3,05053,175,https://www.js-lottery.com/cms/post-3956.html,1,7,5,,
2005-03-02,p3,05054,519,https://www.js-lottery.com/cms/post-3958.html,5,1,9,,
2005-03-03,p3,05055,014,https://www.js-lottery.com/cms/post-3957.html,0,1,4,,
2005-03-04,p3,05056,600,https://www.js-lottery.com/cms/post-3959.html,6,0,0,,
2005-03-05,p3,05057,813,https://www.js-lottery.com/cms/post-3960.html,8,1,3,,
2005-03-06,p3,05058,353,https://www.js-lottery.com/cms/post-3961.html,3,5,3,,
2005-03-07,p3,05059,983,https://www.js-lottery.com/cms/post-3962.html,9,8,3,,
2005-03-08,p3,05060,960,https://www.js-lottery.com/cms/post-3963.html,9,6,0,,
2005-03-09,p3,05061,912,https://www.js-lottery.com/cms/post-3964.html,9,1,2,,
2005-03-10,p3,05062,796,https://www.js-lottery.com/cms/post-3965.html,7,9,6,,
2005-03-11,p3,05063,181,https://www.js-lottery.com/cms/post-3966.html,1,8,1,,
2005-03-12,p3,05064,969,https://www.js-lottery.com/cms/post-3967.html,9,6,9,,
2005-03-13,p3,05065,895,https://www.js-lottery.com/cms/post-3968.html,8,9,5,,
2005-03-14,p3,05066,626,https://www.js-lottery.com/cms/post-3969.html,6,2,6,,
2005-03-15,p3,05067,169,https://www.js-lottery.com/cms/post-3970.html,1,6,9,,
2005-03-16,p3,05068,903,https://www.js-lottery.com/cms/post-3971.html,9,0,3,,
2005-03-17,p3,05069,743,https://www.js-lottery.com/cms/post-3972.html,7,4,3,,
2005-03-18,p3,05070,984,https://www.js-lottery.com/cms/post-3973.html,9,8,4,,
2005-03-19,p3,05071,917,https://www.js-lottery.com/cms/post-3974.html,9,1,7,,
2005-03-20,p3,05072,256,https://www.js-lottery.com/cms/post-3975.html,2,5,6,,
2005-03-21,p3,05073,232,https://www.js-lottery.com/cms/post-3976.html,2,3,2,,
2005-03-22,p3,05074,006,https://www.js-lottery.com/cms/post-3977.html,0,0,6,,
2005-03-23,p3,05075,700,https://www.js-lottery.com/cms/post-3978.html,7,0,0,,
2005-03-24,p3,05076,418,https://www.js-lottery.com/cms/post-3979.html,4,1,8,,
2005-03-25,p3,05077,648,https://www.js-lottery.com/cms/post-3980.html,6,4,8,,
2005-03-26,p3,05078,842,https://www.js-lottery.com/cms/post-3981.html,8,4,2,,
2005-03-27,p3,05079,959,https://www.js-lottery.com/cms/post-3982.html,9,5,9,,
2005-03-28,p3,05080,495,https://www.js-lottery.com/cms/post-3983.html,4,9,5,,
2005-03-29,p3,05081,250,https://www.js-lottery.com/cms/post-3984.html,2,5,0,,
2005-03-30,p3,05082,216,https://www.js-lottery.com/cms/post-3985.html,2,1,6,,
2005-03-31,p3,05083,702,https://www.js-lottery.com/cms/post-3986.html,7,0,2,,
2005-04-01,p3,05084,277,https://www.js-lottery.com/cms/post-3987.html,2,7,7,,
2005-04-02,p3,05085,942,https://www.js-lottery.com/cms/post-3988.html,9,4,2,,
2005-04-03,p3,05086,635,https://www.js-lottery.com/cms/post-3989.html,6,3,5,,
2005-04-04,p3,05087,155,https://www.js-lottery.com/cms/post-3990.html,1,5,5,,
2005-04-05,p3,05088,144,https://www.js-lottery.com/cms/post-3991.html,1,4,4,,
2005-04-06,p3,05089,091,https://www.js-lottery.com/cms/post-3992.html,0,9,1,,
2005-04-07,p3,05090,065,https://www.js-lottery.com/cms/post-3993.html,0,6,5,,
2005-04-08,p3,05091,102,https://www.js-lottery.com/cms/post-3994.html,1,0,2,,
2005-04-09,p3,05092,299,https://www.js-lottery.com/cms/post-3995.html,2,9,9,,
2005-04-10,p3,05093,861,https://www.js-lottery.com/cms/post-3996.html,8,6,1,,
2005-04-11,p3,05094,112,https://www.js-lottery.com/cms/post-3997.html,1,1,2,,
2005-04-12,p3,05095,061,https://www.js-lottery.com/cms/post-3998.html,0,6,1,,
2005-04-13,p3,05096,935,https://www.js-lottery.com/cms/post-3999.html,9,3,5,,
2005-04-14,p3,05097,085,https://www.js-lottery.com/cms/post-4000.html,0,8,5,,
2005-04-15,p3,05098,670,https://www.js-lottery.com/cms/post-4001.html,6,7,0,,
2005-04-16,p3,05099,695,https://www.js-lottery.com/cms/post-4002.html,6,9,5,,
2005-04-17,p3,05100,127,https://www.js-lottery.com/cms/post-4003.html,1,2,7,,
2005-04-18,p3,05101,320,https://www.js-lottery.com/cms/post-4004.html,3,2,0,,
2005-04-19,p3,05102,431,https://www.js-lottery.com/cms/post-4005.html,4,3,1,,
2005-04-20,p3,05103,873,https://www.js-lottery.com/cms/post-4006.html,8,7,3,,
2005-04-21,p3,05104,681,https://www.js-lottery.com/cms/post-4007.html,6,8,1,,
2005-04-22,p3,05105,363,https://www.js-lottery.com/cms/post-4008.html,3,6,3,,
2005-04-23,p3,05106,540,https://www.js-lottery.com/cms/post-4009.html,5,4,0,,
2005-04-24,p3,05107,838,https://www.js-lottery.com/cms/post-4010.html,8,3,8,,
2005-04-25,p3,05108,384,https://www.js-lottery.com/cms/post-4011.html,3,8,4,,
2005-04-26,p3,05109,610,https://www.js-lottery.com/cms/post-4012.html,6,1,0,,
2005-04-27,p3,05110,417,https://www.js-lottery.com/cms/post-4013.html,4,1,7,,
2005-04-28,p3,05111,061,https://www.js-lottery.com/cms/post-4014.html,0,6,1,,
2005-04-29,p3,05112,298,https://www.js-lottery.com/cms/post-4015.html,2,9,8,,
2005-04-30,p3,05113,005,https://www.js-lottery.com/cms/post-4016.html,0,0,5,,
2005-05-01,p3,05114,892,https://www.js-lottery.com/cms/post-4017.html,8,9,2,,
2005-05-02,p3,05115,626,https://www.js-lottery.com/cms/post-4018.html,6,2,6,,
2005-05-03,p3,05116,569,https://www.js-lottery.com/cms/post-4019.html,5,6,9,,
2005-05-04,p3,05117,992,https://www.js-lottery.com/cms/post-4020.html,9,9,2,,
2005-05-05,p3,05118,593,https://www.js-lottery.com/cms/post-4021.html,5,9,3,,
2005-05-06,p3,05119,111,https://www.js-lottery.com/cms/post-4022.html,1,1,1,,
2005-05-07,p3,05120,162,https://www.js-lottery.com/cms/post-4023.html,1,6,2,,
2005-05-08,p3,05121,729,https://www.js-lottery.com/cms/post-4024.html,7,2,9,,
2005-05-09,p3,05122,542,https://www.js-lottery.com/cms/post-4025.html,5,4,2,,
2005-05-10,p3,05123,974,https://www.js-lottery.com/cms/post-4026.html,9,7,4,,
2005-05-11,p3,05124,219,https://www.js-lottery.com/cms/post-4027.html,2,1,9,,
2005-05-12,p3,05125,508,https://www.js-lottery.com/cms/post-4028.html,5,0,8,,
2005-05-13,p3,05126,534,https://www.js-lottery.com/cms/post-4029.html,5,3,4,,
2005-05-14,p3,05127,445,https://www.js-lottery.com/cms/post-4030.html,4,4,5,,
2005-05-15,p3,05128,162,https://www.js-lottery.com/cms/post-4031.html,1,6,2,,
2005-05-16,p3,05129,707,https://www.js-lottery.com/cms/post-4032.html,7,0,7,,
2005-05-17,p3,05130,546,https://www.js-lottery.com/cms/post-4033.html,5,4,6,,
2005-05-18,p3,05131,663,https://www.js-lottery.com/cms/post-4034.html,6,6,3,,
2005-05-19,p3,05132,836,https://www.js-lottery.com/cms/post-4035.html,8,3,6,,
2005-05-20,p3,05133,759,https://www.js-lottery.com/cms/post-4036.html,7,5,9,,
2005-05-21,p3,05134,704,https://www.js-lottery.com/cms/post-4037.html,7,0,4,,
2005-05-22,p3,05135,745,https://www.js-lottery.com/cms/post-4038.html,7,4,5,,
2005-05-23,p3,05136,928,https://www.js-lottery.com/cms/post-4039.html,9,2,8,,
2005-05-24,p3,05137,253,https://www.js-lottery.com/cms/post-4040.html,2,5,3,,
2005-05-25,p3,05138,014,https://www.js-lottery.com/cms/post-4041.html,0,1,4,,
2005-05-26,p3,05139,462,https://www.js-lottery.com/cms/post-4042.html,4,6,2,,
2005-05-27,p3,05140,894,https://www.js-lottery.com/cms/post-4043.html,8,9,4,,
2005-05-28,p3,05141,168,https://www.js-lottery.com/cms/post-4044.html,1,6,8,,
2005-05-29,p3,05142,306,https://www.js-lottery.com/cms/post-4045.html,3,0,6,,
2005-05-30,p3,05143,207,https://www.js-lottery.com/cms/post-4046.html,2,0,7,,
2005-05-31,p3,05144,574,https://www.js-lottery.com/cms/post-4047.html,5,7,4,,
2005-06-01,p3,05145,057,https://www.js-lottery.com/cms/post-4048.html,0,5,7,,
2005-06-02,p3,05146,109,https://www.js-lottery.com/cms/post-4049.html,1,0,9,,
2005-06-03,p3,05147,121,https://www.js-lottery.com/cms/post-4050.html,1,2,1,,
2005-06-04,p3,05148,979,https://www.js-lottery.com/cms/post-4051.html,9,7,9,,
2005-06-05,p3,05149,899,https://www.js-lottery.com/cms/post-4052.html,8,9,9,,
2005-06-06,p3,05150,524,https://www.js-lottery.com/cms/post-4053.html,5,2,4,,
2005-06-07,p3,05151,990,https://www.js-lottery.com/cms/post-4054.html,9,9,0,,
2005-06-08,p3,05152,927,https://www.js-lottery.com/cms/post-4055.html,9,2,7,,
2005-06-09,p3,05153,866,https://www.js-lottery.com/cms/post-4056.html,8,6,6,,
2005-06-10,p3,05154,776,https://www.js-lottery.com/cms/post-4057.html,7,7,6,,
2005-06-11,p3,05155,024,https://www.js-lottery.com/cms/post-4058.html,0,2,4,,
2005-06-12,p3,05156,119,https://www.js-lottery.com/cms/post-4059.html,1,1,9,,
2005-06-13,p3,05157,598,https://www.js-lottery.com/cms/post-4060.html,5,9,8,,
2005-06-14,p3,05158,876,https://www.js-lottery.com/cms/post-4061.html,8,7,6,,
2005-06-15,p3,05159,107,https://www.js-lottery.com/cms/post-4062.html,1,0,7,,
2005-06-16,p3,05160,726,https://www.js-lottery.com/cms/post-4063.html,7,2,6,,
2005-06-17,p3,05161,221,https://www.js-lottery.com/cms/post-4064.html,2,2,1,,
2005-06-18,p3,05162,967,https://www.js-lottery.com/cms/post-4065.html,9,6,7,,
2005-06-19,p3,05163,645,https://www.js-lottery.com/cms/post-4066.html,6,4,5,,
2005-06-20,p3,05164,001,https://www.js-lottery.com/cms/post-4067.html,0,0,1,,
2005-06-21,p3,05165,398,https://www.js-lottery.com/cms/post-4068.html,3,9,8,,
2005-06-22,p3,05166,736,https://www.js-lottery.com/cms/post-4069.html,7,3,6,,
2005-06-23,p3,05167,711,https://www.js-lottery.com/cms/post-4070.html,7,1,1,,
2005-06-24,p3,05168,907,https://www.js-lottery.com/cms/post-4071.html,9,0,7,,
2005-06-25,p3,05169,263,https://www.js-lottery.com/cms/post-4072.html,2,6,3,,
2005-06-26,p3,05170,195,https://www.js-lottery.com/cms/post-4073.html,1,9,5,,
2005-06-27,p3,05171,165,https://www.js-lottery.com/cms/post-4074.html,1,6,5,,
2005-06-28,p3,05172,997,https://www.js-lottery.com/cms/post-4075.html,9,9,7,,
2005-06-29,p3,05173,207,https://www.js-lottery.com/cms/post-4076.html,2,0,7,,
2005-06-30,p3,05174,876,https://www.js-lottery.com/cms/post-4077.html,8,7,6,,
2005-07-01,p3,05175,933,https://www.js-lottery.com/cms/post-4078.html,9,3,3,,
2005-07-02,p3,05176,937,https://www.js-lottery.com/cms/post-4079.html,9,3,7,,
2005-07-03,p3,05177,705,https://www.js-lottery.com/cms/post-4080.html,7,0,5,,
2005-07-04,p3,05178,004,https://www.js-lottery.com/cms/post-4081.html,0,0,4,,
2005-07-05,p3,05179,043,https://www.js-lottery.com/cms/post-4082.html,0,4,3,,
2005-07-06,p3,05180,395,https://www.js-lottery.com/cms/post-4083.html,3,9,5,,
2005-07-07,p3,05181,402,https://www.js-lottery.com/cms/post-4084.html,4,0,2,,
2005-07-08,p3,05182,469,https://www.js-lottery.com/cms/post-4085.html,4,6,9,,
2005-07-09,p3,05183,173,https://www.js-lottery.com/cms/post-4086.html,1,7,3,,
2005-07-10,p3,05184,884,https://www.js-lottery.com/cms/post-4087.html,8,8,4,,
2005-07-11,p3,05185,439,https://www.js-lottery.com/cms/post-4088.html,4,3,9,,
2005-07-12,p3,05186,202,https://www.js-lottery.com/cms/post-4089.html,2,0,2,,
2005-07-13,p3,05187,913,https://www.js-lottery.com/cms/post-4090.html,9,1,3,,
2005-07-14,p3,05188,629,https://www.js-lottery.com/cms/post-4091.html,6,2,9,,
2005-07-15,p3,05189,403,https://www.js-lottery.com/cms/post-4092.html,4,0,3,,
2005-07-16,p3,05190,426,https://www.js-lottery.com/cms/post-4093.html,4,2,6,,
2005-07-17,p3,05191,506,https://www.js-lottery.com/cms/post-4094.html,5,0,6,,
2005-07-18,p3,05192,624,https://www.js-lottery.com/cms/post-4095.html,6,2,4,,
2005-07-19,p3,05193,999,https://www.js-lottery.com/cms/post-4096.html,9,9,9,,
2005-07-20,p3,05194,494,https://www.js-lottery.com/cms/post-4097.html,4,9,4,,
2005-07-21,p3,05195,526,https://www.js-lottery.com/cms/post-4098.html,5,2,6,,
2005-07-22,p3,05196,005,https://www.js-lottery.com/cms/post-4099.html,0,0,5,,
2005-07-23,p3,05197,788,https://www.js-lottery.com/cms/post-4100.html,7,8,8,,
2005-07-24,p3,05198,749,https://www.js-lottery.com/cms/post-4101.html,7,4,9,,
2005-07-25,p3,05199,794,https://www.js-lottery.com/cms/post-4102.html,7,9,4,,
2005-07-26,p3,05200,998,https://www.js-lottery.com/cms/post-4103.html,9,9,8,,
2005-07-27,p3,05201,045,https://www.js-lottery.com/cms/post-4104.html,0,4,5,,
2005-07-28,p3,05202,330,https://www.js-lottery.com/cms/post-4105.html,3,3,0,,
2005-07-29,p3,05203,819,https://www.js-lottery.com/cms/post-4106.html,8,1,9,,
2005-07-30,p3,05204,506,https://www.js-lottery.com/cms/post-4107.html,5,0,6,,
2005-07-31,p3,05205,875,https://www.js-lottery.com/cms/post-4108.html,8,7,5,,
2005-08-01,p3,05206,958,https://www.js-lottery.com/cms/post-4109.html,9,5,8,,
2005-08-02,p3,05207,867,https://www.js-lottery.com/cms/post-4110.html,8,6,7,,
2005-08-03,p3,05208,540,https://www.js-lottery.com/cms/post-4111.html,5,4,0,,
2005-08-04,p3,05209,316,https://www.js-lottery.com/cms/post-4112.html,3,1,6,,
2005-08-05,p3,05210,543,https://www.js-lottery.com/cms/post-4113.html,5,4,3,,
2005-08-06,p3,05211,534,https://www.js-lottery.com/cms/post-4114.html,5,3,4,,
2005-08-07,p3,05212,780,https://www.js-lottery.com/cms/post-4115.html,7,8,0,,
2005-08-08,p3,05213,962,https://www.js-lottery.com/cms/post-4116.html,9,6,2,,
2005-08-09,p3,05214,169,https://www.js-lottery.com/cms/post-4117.html,1,6,9,,
2005-08-10,p3,05215,236,https://www.js-lottery.com/cms/post-4118.html,2,3,6,,
2005-08-11,p3,05216,856,https://www.js-lottery.com/cms/post-4119.html,8,5,6,,
2005-08-12,p3,05217,555,https://www.js-lottery.com/cms/post-4120.html,5,5,5,,
2005-08-13,p3,05218,724,https://www.js-lottery.com/cms/post-4121.html,7,2,4,,
2005-08-14,p3,05219,216,https://www.js-lottery.com/cms/post-4122.html,2,1,6,,
2005-08-15,p3,05220,802,https://www.js-lottery.com/cms/post-4123.html,8,0,2,,
2005-08-16,p3,05221,870,https://www.js-lottery.com/cms/post-4124.html,8,7,0,,
2005-08-17,p3,05222,895,https://www.js-lottery.com/cms/post-4125.html,8,9,5,,
2005-08-18,p3,05223,539,https://www.js-lottery.com/cms/post-4126.html,5,3,9,,
2005-08-19,p3,05224,567,https://www.js-lottery.com/cms/post-4127.html,5,6,7,,
2005-08-20,p3,05225,309,https://www.js-lottery.com/cms/post-4128.html,3,0,9,,
2005-08-21,p3,05226,293,https://www.js-lottery.com/cms/post-4129.html,2,9,3,,
2005-08-22,p3,05227,264,https://www.js-lottery.com/cms/post-4130.html,2,6,4,,
2005-08-23,p3,05228,725,https://www.js-lottery.com/cms/post-4131.html,7,2,5,,
2005-08-24,p3,05229,813,https://www.js-lottery.com/cms/post-4132.html,8,1,3,,
2005-08-25,p3,05230,784,https://www.js-lottery.com/cms/post-4133.html,7,8,4,,
2005-08-26,p3,05231,077,https://www.js-lottery.com/cms/post-4134.html,0,7,7,,
2005-08-27,p3,05232,749,https://www.js-lottery.com/cms/post-4135.html,7,4,9,,
2005-08-28,p3,05233,934,https://www.js-lottery.com/cms/post-4136.html,9,3,4,,
2005-08-29,p3,05234,122,https://www.js-lottery.com/cms/post-4137.html,1,2,2,,
2005-08-30,p3,05235,856,https://www.js-lottery.com/cms/post-4138.html,8,5,6,,
2005-08-31,p3,05236,537,https://www.js-lottery.com/cms/post-4139.html,5,3,7,,
2005-09-01,p3,05237,600,https://www.js-lottery.com/cms/post-4140.html,6,0,0,,
2005-09-02,p3,05238,463,https://www.js-lottery.com/cms/post-4141.html,4,6,3,,
2005-09-03,p3,05239,346,https://www.js-lottery.com/cms/post-4142.html,3,4,6,,
2005-09-04,p3,05240,517,https://www.js-lottery.com/cms/post-4143.html,5,1,7,,
2005-09-05,p3,05241,832,https://www.js-lottery.com/cms/post-4144.html,8,3,2,,
2005-09-06,p3,05242,289,https://www.js-lottery.com/cms/post-4145.html,2,8,9,,
2005-09-07,p3,05243,949,https://www.js-lottery.com/cms/post-4146.html,9,4,9,,
2005-09-08,p3,05244,894,https://www.js-lottery.com/cms/post-4147.html,8,9,4,,
2005-09-09,p3,05245,827,https://www.js-lottery.com/cms/post-4148.html,8,2,7,,
2005-09-10,p3,05246,597,https://www.js-lottery.com/cms/post-4149.html,5,9,7,,
2005-09-11,p3,05247,310,https://www.js-lottery.com/cms/post-4150.html,3,1,0,,
2005-09-12,p3,05248,481,https://www.js-lottery.com/cms/post-4151.html,4,8,1,,
2005-09-13,p3,05249,521,https://www.js-lottery.com/cms/post-4152.html,5,2,1,,
2005-09-14,p3,05250,037,https://www.js-lottery.com/cms/post-4153.html,0,3,7,,
2005-09-15,p3,05251,818,https://www.js-lottery.com/cms/post-4154.html,8,1,8,,
2005-09-16,p3,05252,085,https://www.js-lottery.com/cms/post-4155.html,0,8,5,,
2005-09-17,p3,05253,442,https://www.js-lottery.com/cms/post-4156.html,4,4,2,,
2005-09-18,p3,05254,302,https://www.js-lottery.com/cms/post-4157.html,3,0,2,,
2005-09-19,p3,05255,959,https://www.js-lottery.com/cms/post-4158.html,9,5,9,,
2005-09-20,p3,05256,539,https://www.js-lottery.com/cms/post-4159.html,5,3,9,,
2005-09-21,p3,05257,026,https://www.js-lottery.com/cms/post-4160.html,0,2,6,,
2005-09-22,p3,05258,976,https://www.js-lottery.com/cms/post-4161.html,9,7,6,,
2005-09-23,p3,05259,971,https://www.js-lottery.com/cms/post-4162.html,9,7,1,,
2005-09-24,p3,05260,489,https://www.js-lottery.com/cms/post-4163.html,4,8,9,,
2005-09-25,p3,05261,614,https://www.js-lottery.com/cms/post-4164.html,6,1,4,,
2005-09-26,p3,05262,240,https://www.js-lottery.com/cms/post-4165.html,2,4,0,,
2005-09-27,p3,05263,846,https://www.js-lottery.com/cms/post-4166.html,8,4,6,,
2005-09-28,p3,05264,807,https://www.js-lottery.com/cms/post-4167.html,8,0,7,,
2005-09-29,p3,05265,696,https://www.js-lottery.com/cms/post-4168.html,6,9,6,,
2005-09-30,p3,05266,107,https://www.js-lottery.com/cms/post-4169.html,1,0,7,,
2005-10-01,p3,05267,584,https://www.js-lottery.com/cms/post-4170.html,5,8,4,,
2005-10-02,p3,05268,855,https://www.js-lottery.com/cms/post-4171.html,8,5,5,,
2005-10-03,p3,05269,327,https://www.js-lottery.com/cms/post-4172.html,3,2,7,,
2005-10-04,p3,05270,909,https://www.js-lottery.com/cms/post-4173.html,9,0,9,,
2005-10-05,p3,05271,566,https://www.js-lottery.com/cms/post-4174.html,5,6,6,,
2005-10-06,p3,05272,981,https://www.js-lottery.com/cms/post-4175.html,9,8,1,,
2005-10-07,p3,05273,726,https://www.js-lottery.com/cms/post-4176.html,7,2,6,,
